Район,Цена,Цена / кв.м.,Валута,Тип Апартамент,Дата
Красно Село,104265.00,1517.37,EUR,Двустаен апартамент,2021-07-28
Кръстова Вада,97925.20,1325.55,EUR,Двустаен апартамент,2021-07-28
Лагера,91564.20,1295.40,EUR,Двустаен апартамент,2021-07-28
Левски,86460.00,1080.75,EUR,Двустаен апартамент,2021-07-28
Левски В,57000.00,1140.00,EUR,Двустаен апартамент,2021-07-28
Левски Г,101550.00,1115.93,EUR,Двустаен апартамент,2021-07-28
Лозенец,167845.00,2139.13,EUR,Двустаен апартамент,2021-07-28
Люлин 1,64234.40,897.13,EUR,Двустаен апартамент,2021-07-28
Люлин 10,62271.90,915.76,EUR,Двустаен апартамент,2021-07-28
Люлин 2,79114.30,1163.44,EUR,Двустаен апартамент,2021-07-28
Люлин 3,66500.00,1090.16,EUR,Двустаен апартамент,2021-07-28
Люлин 4,81300.00,1257.22,EUR,Двустаен апартамент,2021-07-28
Люлин 5,51166.70,968.46,EUR,Двустаен апартамент,2021-07-28
Люлин 6,68744.80,1096.54,EUR,Двустаен апартамент,2021-07-28
Люлин 7,66699.90,1209.58,EUR,Двустаен апартамент,2021-07-28
Люлин 8,80875.00,1163.67,EUR,Двустаен апартамент,2021-07-28
Люлин 9,73060.00,1148.74,EUR,Двустаен апартамент,2021-07-28
Люлин Център,67333.30,1128.49,EUR,Двустаен апартамент,2021-07-28
Малинова Долина,76742.40,1163.10,EUR,Двустаен апартамент,2021-07-28
Манастирски ливади Запад,94342.20,1260.00,EUR,Двустаен апартамент,2021-07-28
Манастирски ливади Изток,98584.80,1267.16,EUR,Двустаен апартамент,2021-07-28
Младост 1,97055.70,1412.45,EUR,Двустаен апартамент,2021-07-28
Младост 1а,111750.00,1559.30,EUR,Двустаен апартамент,2021-07-28
Младост 2,121148.00,1571.30,EUR,Двустаен апартамент,2021-07-28
Младост 3,70151.30,1248.01,EUR,Двустаен апартамент,2021-07-28
Младост 4,85888.20,1336.78,EUR,Двустаен апартамент,2021-07-28
Мусагеница,115000.00,1854.84,EUR,Двустаен апартамент,2021-07-28
Надежда 1,67733.40,1073.82,EUR,Двустаен апартамент,2021-07-28
Надежда 2,71816.90,1057.33,EUR,Двустаен апартамент,2021-07-28
Надежда 3,70171.40,1096.43,EUR,Двустаен апартамент,2021-07-28
Надежда 4,68432.10,995.38,EUR,Двустаен апартамент,2021-07-28
Обеля,86000.00,1303.03,EUR,Двустаен апартамент,2021-07-28
Обеля 1,88000.00,1353.85,EUR,Двустаен апартамент,2021-07-28
Обеля 2,62675.00,1075.97,EUR,Двустаен апартамент,2021-07-28
Оборище,143995.00,2007.68,EUR,Двустаен апартамент,2021-07-28
Овча Купел,80635.10,1068.51,EUR,Двустаен апартамент,2021-07-28
Овча Купел 1,83768.60,1056.54,EUR,Двустаен апартамент,2021-07-28
Овча Купел 2,74450.70,1014.25,EUR,Двустаен апартамент,2021-07-28
Павлово,91963.30,1236.48,EUR,Двустаен апартамент,2021-07-28
Подуене,76872.00,998.34,EUR,Двустаен апартамент,2021-07-28
Полигона,90859.70,1548.74,EUR,Двустаен апартамент,2021-07-28
Разсадника,91110.00,1227.07,EUR,Двустаен апартамент,2021-07-28
Редута,117870.00,1526.81,EUR,Двустаен апартамент,2021-07-28
Света Троица,80244.30,1238.76,EUR,Двустаен апартамент,2021-07-28
Свобода,64665.00,1007.77,EUR,Двустаен апартамент,2021-07-28
Сердика,78872.80,1106.99,EUR,Двустаен апартамент,2021-07-28
Симеоново,105336.00,1279.01,EUR,Двустаен апартамент,2021-07-28
Славия,95000.00,1557.38,EUR,Двустаен апартамент,2021-07-28
Слатина,98897.60,1180.87,EUR,Двустаен апартамент,2021-07-28
Стрелбище,127000.00,1783.71,EUR,Двустаен апартамент,2021-07-28
Студентски Град,83702.50,1193.23,EUR,Двустаен апартамент,2021-07-28
Суха Река,74410.80,1070.66,EUR,Двустаен апартамент,2021-07-28
Толстой,65680.00,1172.86,EUR,Двустаен апартамент,2021-07-28
Фондови Жилища,38000.00,863.64,EUR,Двустаен апартамент,2021-07-28
Хаджи Димитър,83449.50,1154.74,EUR,Двустаен апартамент,2021-07-28
Хиподрума,120850.00,1803.73,EUR,Двустаен апартамент,2021-07-28
Хладилника,103121.00,1468.67,EUR,Двустаен апартамент,2021-07-28
Център,127451.00,1775.72,EUR,Двустаен апартамент,2021-07-28
Яворов,175000.00,3017.24,EUR,Двустаен апартамент,2021-07-28
7-ми 11-ти километър,153381.00,1433.47,EUR,Тристаен апартамент,2021-07-28
Банишора,143732.00,1309.13,EUR,Тристаен апартамент,2021-07-28
Банкя (гр.),166983.00,1223.32,EUR,Тристаен апартамент,2021-07-28
Белите Брези,147667.00,1443.00,EUR,Тристаен апартамент,2021-07-28
Борово,180149.00,1460.31,EUR,Тристаен апартамент,2021-07-28
Бояна,184052.00,1405.14,EUR,Тристаен апартамент,2021-07-28
Бъкстон,146234.00,1357.16,EUR,Тристаен апартамент,2021-07-28
Витоша,168189.00,1338.29,EUR,Тристаен апартамент,2021-07-28
Врана - Лозен в.з.,116000.00,1000.00,EUR,Тристаен апартамент,2021-07-28
Гео Милев,164324.00,1492.26,EUR,Тристаен апартамент,2021-07-28
Горна Баня,154944.00,1235.06,EUR,Тристаен апартамент,2021-07-28
Гоце Делчев,168157.00,1553.26,EUR,Тристаен апартамент,2021-07-28
Дианабад,167913.00,1453.79,EUR,Тристаен апартамент,2021-07-28
Драгалевци,172130.00,1311.69,EUR,Тристаен апартамент,2021-07-28
Дружба 1,112493.00,1083.27,EUR,Тристаен апартамент,2021-07-28
Дружба 2,126830.00,1164.65,EUR,Тристаен апартамент,2021-07-28
Дървеница,144042.00,1303.55,EUR,Тристаен апартамент,2021-07-28
Западен Парк,82800.00,1018.03,EUR,Тристаен апартамент,2021-07-28
Захарна Фабрика,81500.00,1124.14,EUR,Тристаен апартамент,2021-07-28
Зона Б18,119750.00,1253.93,EUR,Тристаен апартамент,2021-07-28
Зона Б19,120275.00,1078.70,EUR,Тристаен апартамент,2021-07-28
Зона Б5,142450.00,1503.43,EUR,Тристаен апартамент,2021-07-28
Иван Вазов,331121.00,2346.30,EUR,Тристаен апартамент,2021-07-28
Изгрев,203713.00,1707.65,EUR,Тристаен апартамент,2021-07-28
Изток,250218.00,2138.61,EUR,Тристаен апартамент,2021-07-28
Илинден,109758.00,1203.48,EUR,Тристаен апартамент,2021-07-28
Княжево,137788.00,1102.30,EUR,Тристаен апартамент,2021-07-28
Красна Поляна,83508.00,957.66,EUR,Тристаен апартамент,2021-07-28
Красно Село,130360.00,1300.60,EUR,Тристаен апартамент,2021-07-28
Кръстова Вада,173750.00,1355.48,EUR,Тристаен апартамент,2021-07-28
Лагера,135496.00,1221.90,EUR,Тристаен апартамент,2021-07-28
Левски,122033.00,787.31,EUR,Тристаен апартамент,2021-07-28
Левски В,99999.00,909.08,EUR,Тристаен апартамент,2021-07-28
Левски Г,140000.00,1166.67,EUR,Тристаен апартамент,2021-07-28
Лозенец,273117.00,2119.38,EUR,Тристаен апартамент,2021-07-28
Люлин 1,90937.30,852.16,EUR,Тристаен апартамент,2021-07-28
Люлин 10,95327.70,928.24,EUR,Тристаен апартамент,2021-07-28
Люлин 2,109130.00,1014.22,EUR,Тристаен апартамент,2021-07-28
Люлин 3,92551.40,943.44,EUR,Тристаен апартамент,2021-07-28
Люлин 4,71000.00,1002.83,EUR,Тристаен апартамент,2021-07-28
Люлин 5,92499.90,976.62,EUR,Тристаен апартамент,2021-07-28
Люлин 6,116712.00,1211.54,EUR,Тристаен апартамент,2021-07-28
Люлин 7,117333.00,1197.28,EUR,Тристаен апартамент,2021-07-28
Люлин 8,96730.00,1130.02,EUR,Тристаен апартамент,2021-07-28
Люлин 9,107800.00,1016.98,EUR,Тристаен апартамент,2021-07-28
Люлин Център,112850.00,889.46,EUR,Тристаен апартамент,2021-07-28
м-т Гърдова глава,194819.00,1538.05,EUR,Тристаен апартамент,2021-07-28
Малинова Долина,145175.00,1233.26,EUR,Тристаен апартамент,2021-07-28
Манастирски ливади Запад,165637.00,1418.30,EUR,Тристаен апартамент,2021-07-28
Манастирски ливади Изток,159917.00,1165.58,EUR,Тристаен апартамент,2021-07-28
Младост 1,139575.00,1496.78,EUR,Тристаен апартамент,2021-07-28
Младост 1а,180176.00,1407.01,EUR,Тристаен апартамент,2021-07-28
Младост 2,165738.00,1509.13,EUR,Тристаен апартамент,2021-07-28
Младост 3,142877.00,1375.47,EUR,Тристаен апартамент,2021-07-28
Младост 4,143939.00,1293.57,EUR,Тристаен апартамент,2021-07-28
Мотописта,400000.00,1960.78,EUR,Тристаен апартамент,2021-07-28
Мусагеница,146150.00,1282.02,EUR,Тристаен апартамент,2021-07-28
Надежда 1,99044.00,1132.24,EUR,Тристаен апартамент,2021-07-28
Надежда 2,99557.00,974.62,EUR,Тристаен апартамент,2021-07-28
Надежда 3,86700.00,952.75,EUR,Тристаен апартамент,2021-07-28
Надежда 4,99659.10,966.52,EUR,Тристаен апартамент,2021-07-28
Обеля 2,98161.00,924.30,EUR,Тристаен апартамент,2021-07-28
Оборище,220634.00,1972.47,EUR,Тристаен апартамент,2021-07-28
Овча Купел,113344.00,1052.65,EUR,Тристаен апартамент,2021-07-28
Овча Купел 1,114507.00,1116.91,EUR,Тристаен апартамент,2021-07-28
Овча Купел 2,115151.00,969.56,EUR,Тристаен апартамент,2021-07-28
Павлово,141139.00,1255.00,EUR,Тристаен апартамент,2021-07-28
Подуене,124676.00,1236.86,EUR,Тристаен апартамент,2021-07-28
Разсадника,146750.00,1358.80,EUR,Тристаен апартамент,2021-07-28
Редута,137174.00,1301.77,EUR,Тристаен апартамент,2021-07-28
Света Троица,106367.00,1259.61,EUR,Тристаен апартамент,2021-07-28
Свобода,105833.00,1334.03,EUR,Тристаен апартамент,2021-07-28
Сердика,124725.00,1312.90,EUR,Тристаен апартамент,2021-07-28
Симеоново,172683.00,1406.00,EUR,Тристаен апартамент,2021-07-28
Славия,110000.00,1235.95,EUR,Тристаен апартамент,2021-07-28
Слатина,137463.00,1202.80,EUR,Тристаен апартамент,2021-07-28
Стрелбище,209888.00,1639.75,EUR,Тристаен апартамент,2021-07-28
Студентски Град,141792.00,1180.62,EUR,Тристаен апартамент,2021-07-28
